OrderDetailID,OrderID,ProductID,Quantity,SupplierID
4977,7656393,6495,1,3
4978,7656393,12486,2,2
4979,7656394,7347,8,3
4980,7656394,1699,13,4
4981,7656394,15684,7,2
4982,7656394,10080,10,4
4983,7656395,12358,14,6
4984,7656395,7954,4,3
4985,7656396,14549,1,4
4986,7656396,12903,5,3
4987,7656396,20293,3,6
4988,7656396,20812,16,2
4989,7656397,13017,20,3
4990,7656397,21444,5,5
4991,7656397,7825,6,5
4992,7656397,17589,11,3
4993,7656397,3152,17,4
4994,7656397,3568,9,3
4995,7656397,7668,13,5
4996,7656397,5123,18,3
4997,7656397,349,8,5
4998,7656398,1576,6,3
4999,7656399,18935,6,4
5000,7656399,21657,2,5
5001,7656399,16946,12,6
5002,7656399,12581,3,1
5003,7656399,7610,13,3
5004,7656399,765,13,4
5005,7656399,2731,5,1
5006,7656399,13659,8,5
5007,7656399,4502,13,1
5008,7656400,8097,15,4
5009,7656400,13735,20,1
5010,7656400,15220,14,5
5011,7656400,6560,17,6
5012,7656400,16742,20,2
5013,7656400,2087,15,4
5014,7656400,16263,7,5
5015,7656400,11471,16,5
5016,7656400,5211,5,4
5017,7656401,13111,20,5
5018,7656401,5034,20,4
5019,7656401,11042,11,3
5020,7656402,638,19,5
5021,7656402,18397,14,5
5022,7656402,13253,13,4
5023,7656402,13305,15,6
5024,7656402,11738,16,5
5025,7656402,2805,2,3
5026,7656403,752,12,1
5027,7656403,8072,13,6
5028,7656403,11002,15,6
5029,7656403,2334,1,6
5030,7656404,14109,11,6
5031,7656404,8929,11,5
5032,7656404,12693,5,5
5033,7656404,4242,16,1
5034,7656404,21208,1,3
5035,7656404,12748,11,3
5036,7656404,7034,13,5
5037,7656404,20860,13,3
5038,7656404,5266,5,1
5039,7656405,20274,1,4
5040,7656405,1332,17,6
5041,7656405,19545,1,2
5042,7656405,21798,3,6
5043,7656405,9478,12,3
5044,7656405,6989,2,1
5045,7656405,8023,13,2
5046,7656405,6063,10,3
5047,7656405,7500,8,3
5048,7656406,21465,10,3
5049,7656406,7452,12,5
5050,7656406,12403,6,1
5051,7656406,18518,9,1
5052,7656407,2776,1,3
5053,7656407,15287,8,3
5054,7656407,1298,5,4
5055,7656407,13616,8,3
5056,7656407,6927,15,3
5057,7656408,19034,10,2
5058,7656408,7947,8,6
5059,7656408,16986,16,1
5060,7656409,17762,5,2
5061,7656409,1682,14,1
5062,7656409,11707,9,6
5063,7656409,16434,12,4
5064,7656409,17761,7,2
5065,7656409,11156,8,5
5066,7656409,20469,12,2
5067,7656409,1226,7,1
5068,7656410,15492,12,4
5069,7656410,20817,6,3
5070,7656410,17058,18,5
5071,7656410,9398,10,2
5072,7656411,20401,14,4
5073,7656411,9736,2,1
5074,7656411,19986,13,1
5075,7656411,19093,17,4
5076,7656411,13219,11,4
5077,7656412,10699,11,5
5078,7656412,4238,3,2
5079,7656412,21146,16,3
5080,7656412,21265,2,1
5081,7656412,19247,14,1
5082,7656413,17799,16,6
5083,7656413,6232,8,2
5084,7656413,8570,17,2
5085,7656413,10269,10,5
5086,7656413,20663,18,2
5087,7656413,10036,10,2
5088,7656413,21298,18,3
5089,7656413,8162,13,1
5090,7656414,11770,12,6
5091,7656414,16955,2,2
5092,7656414,17997,9,3
5093,7656414,19638,1,6
5094,7656414,8424,3,6
5095,7656414,17152,12,4
5096,7656415,15565,11,2
5097,7656415,18390,15,3
5098,7656415,2457,20,2
5099,7656416,10102,15,3
5100,7656416,1022,12,5
5101,7656416,7661,12,5
5102,7656416,17350,15,1
5103,7656416,17054,19,2
5104,7656417,2403,13,6
5105,7656417,10521,9,2
5106,7656417,7358,20,1
5107,7656417,12412,9,6
5108,7656417,2041,11,5
5109,7656417,1702,2,6
5110,7656417,9166,1,4
5111,7656417,15451,18,6
5112,7656417,16393,10,6
5113,7656417,12019,17,3
5114,7656418,6076,2,4
5115,7656418,7550,19,4
5116,7656418,7613,19,1
5117,7656418,1168,17,6
5118,7656418,16580,6,6
5119,7656418,20800,5,1
5120,7656418,6103,7,5
5121,7656418,14507,10,2
5122,7656418,19740,13,6
5123,7656419,8853,7,1
5124,7656419,16637,10,3
5125,7656419,14142,1,2
5126,7656420,13046,13,3
5127,7656420,8300,9,6
5128,7656420,1558,10,4
5129,7656420,21628,7,6
5130,7656420,3484,18,3
5131,7656420,6309,12,6
5132,7656420,9111,4,5
5133,7656420,13896,11,1
5134,7656420,3035,19,5
5135,7656421,262,5,1
5136,7656421,5870,3,4
5137,7656421,13902,4,6
5138,7656421,9341,10,6
5139,7656421,13903,15,2
5140,7656421,12677,4,2
5141,7656421,15228,4,6
5142,7656422,8831,13,2
5143,7656422,16871,8,2
5144,7656423,753,19,6
5145,7656424,140,3,2
5146,7656424,152,16,2
5147,7656424,7253,6,6
5148,7656425,7866,10,5
5149,7656425,12183,5,5
5150,7656426,10883,13,2
5151,7656426,10284,5,2
5152,7656426,19415,14,4
5153,7656426,21224,4,5
5154,7656426,3782,9,4
5155,7656426,10785,15,1
5156,7656427,14830,9,5
5157,7656428,10217,14,3
5158,7656428,14698,13,1
5159,7656428,10958,2,6
5160,7656428,2888,14,3
5161,7656428,21812,9,6
5162,7656428,21369,13,2
5163,7656428,2897,20,1
5164,7656428,3062,20,1
5165,7656428,15885,8,4
5166,7656429,3142,19,3
5167,7656430,13828,17,6
5168,7656430,696,3,2
5169,7656430,19019,14,5
5170,7656430,14448,15,6
5171,7656430,19847,17,4
5172,7656430,33,18,1
5173,7656431,7234,20,5
5174,7656431,2328,1,6
5175,7656431,20993,3,1
5176,7656432,1203,5,2
5177,7656432,8724,7,5
5178,7656432,14185,15,6
5179,7656432,5316,17,3
5180,7656432,7122,18,4
5181,7656432,2021,10,4
5182,7656433,8933,1,1
5183,7656433,418,20,4
5184,7656433,7772,3,6
5185,7656433,5458,18,5
5186,7656433,3878,15,5
5187,7656433,18329,3,4
5188,7656433,21443,10,4
5189,7656433,15009,2,2
5190,7656433,18159,1,4
5191,7656434,11681,1,1
5192,7656435,10518,19,2
5193,7656435,20936,9,3
5194,7656435,4494,8,3
5195,7656435,4095,5,4
5196,7656436,3880,1,2
5197,7656436,10402,10,2
5198,7656436,21654,1,1
5199,7656436,4251,18,5
5200,7656436,16990,3,6
5201,7656437,12758,17,4
5202,7656437,3370,19,4
5203,7656437,16563,9,4
5204,7656437,14625,7,1
5205,7656437,5148,14,4
5206,7656437,4804,18,4
5207,7656438,14211,6,5
5208,7656438,1395,1,1
5209,7656438,16972,2,5
5210,7656438,12261,17,3
5211,7656438,19956,14,2
5212,7656438,14165,14,5
5213,7656438,20523,20,6
5214,7656438,421,5,1
5215,7656438,10913,17,1
5216,7656438,13012,15,2
5217,7656439,21113,19,1
5218,7656439,16350,15,3
5219,7656439,14486,19,5
5220,7656439,3817,7,4
5221,7656439,4602,16,1
5222,7656439,18425,6,2
5223,7656439,20071,2,3
5224,7656439,5218,6,5
5225,7656439,1271,19,5
5226,7656440,1011,6,3
5227,7656440,69,4,5
5228,7656441,14799,12,4
5229,7656441,8360,17,6
5230,7656441,7936,3,3
5231,7656441,6717,15,4
5232,7656441,12316,16,2
5233,7656441,62,9,2
5234,7656441,5689,3,4
5235,7656441,4162,5,2
5236,7656441,12518,8,3
5237,7656442,20149,4,5
5238,7656442,13740,1,1
5239,7656442,929,16,6
5240,7656442,3661,7,4
5241,7656443,17458,5,5
5242,7656443,5138,9,2
5243,7656443,7835,20,2
5244,7656443,9188,12,3
5245,7656443,17396,17,6
5246,7656444,9858,19,2
5247,7656444,5010,2,1
5248,7656444,9139,3,2
5249,7656445,22079,1,6
5250,7656445,20198,19,6
5251,7656445,7229,8,6
5252,7656446,20745,2,6
5253,7656446,4717,14,1
5254,7656446,2894,4,1
5255,7656446,21428,19,5
5256,7656446,11165,2,6
5257,7656446,20556,11,2
5258,7656446,4330,6,4
5259,7656446,11377,12,3
5260,7656446,17589,3,5
5261,7656447,11963,9,2
5262,7656447,9387,16,4
5263,7656447,16304,18,1
5264,7656447,9501,18,2
5265,7656447,17663,3,3
5266,7656447,7487,7,2
5267,7656447,3727,19,6
5268,7656447,2111,17,4
5269,7656447,9134,4,6
5270,7656448,2851,5,3
5271,7656448,14196,18,4
5272,7656448,8064,8,2
5273,7656449,14691,11,1
5274,7656449,19985,13,1
5275,7656449,10682,18,6
5276,7656449,20175,16,6
5277,7656449,9877,4,1
5278,7656449,20067,2,5
5279,7656449,17462,3,4
5280,7656449,9763,2,5
5281,7656450,223,20,4
5282,7656450,8962,9,6
5283,7656450,6314,10,2
5284,7656450,7570,13,1
5285,7656451,220,7,5
5286,7656452,3238,1,1
5287,7656452,1190,9,6
5288,7656452,454,14,4
5289,7656452,3478,2,5
5290,7656452,2927,7,5
5291,7656452,6421,1,4
5292,7656452,18570,17,1
5293,7656452,19473,17,5
5294,7656453,20382,18,4
5295,7656453,19328,14,5
5296,7656453,19091,11,2
5297,7656453,20826,9,4
5298,7656453,19106,3,1
5299,7656453,3753,6,4
5300,7656453,19747,1,5
5301,7656454,18919,17,3
5302,7656454,9853,16,6
5303,7656455,21418,13,3
5304,7656455,19067,16,4
5305,7656455,7102,6,2
5306,7656455,9373,8,6
5307,7656455,20277,14,4
5308,7656456,6009,6,2
5309,7656456,12961,4,3
5310,7656456,11635,17,4
5311,7656456,884,2,3
5312,7656456,4361,5,1
5313,7656456,18450,1,2
5314,7656456,6013,17,1
5315,7656456,5620,19,2
5316,7656456,8560,16,4
5317,7656456,4778,7,2
5318,7656457,20274,5,5
5319,7656457,19068,19,4
5320,7656457,1919,18,4
5321,7656457,2524,18,5
5322,7656457,13583,15,4
5323,7656457,1122,15,2
5324,7656457,11788,10,5
5325,7656457,13417,18,6
5326,7656457,13443,5,6
5327,7656458,8113,5,4
5328,7656459,11506,14,1
5329,7656459,18563,11,5
5330,7656459,15886,4,6
5331,7656460,463,17,1
5332,7656460,391,15,5
5333,7656460,4638,15,1
5334,7656460,8874,11,4
5335,7656460,12302,19,2
5336,7656460,13543,11,4
5337,7656460,18731,20,6
5338,7656460,8764,20,4
5339,7656460,3587,16,2
5340,7656460,10164,8,4
5341,7656461,19310,17,4
5342,7656461,7891,1,6
5343,7656462,8950,18,3
5344,7656462,10500,9,2
5345,7656462,6328,14,5
5346,7656462,19104,15,1
5347,7656462,15175,9,3
5348,7656463,17225,6,5
5349,7656463,3499,4,2
5350,7656463,20625,15,2
5351,7656463,1568,7,1
5352,7656463,16684,14,4
5353,7656463,499,12,1
5354,7656463,9708,19,6
5355,7656463,9506,5,2
5356,7656463,13985,1,4
5357,7656463,20566,12,2
5358,7656464,20106,9,2
5359,7656464,1291,12,2
5360,7656464,5151,3,6
5361,7656464,15598,2,4
5362,7656464,16966,16,4
5363,7656464,21558,18,2
5364,7656464,7253,5,5
5365,7656464,7069,2,1
5366,7656465,9270,17,1
5367,7656465,3971,7,6
5368,7656465,2660,6,1
5369,7656465,3904,20,6
5370,7656466,12371,10,2
5371,7656466,21763,12,2
5372,7656466,10681,2,6
5373,7656466,6788,3,4
5374,7656467,14955,13,1
5375,7656467,9618,8,2
5376,7656467,21136,17,3
5377,7656467,2991,13,6
5378,7656467,445,1,4
5379,7656467,10362,8,3
5380,7656467,20943,4,5
5381,7656467,11540,11,6
5382,7656467,5157,14,2
5383,7656467,3866,19,1
5384,7656468,5505,3,3
5385,7656468,5722,15,1
5386,7656468,9797,17,6
5387,7656468,21889,15,1
5388,7656468,16728,8,1
5389,7656468,747,19,1
5390,7656468,18516,16,3
5391,7656469,3360,13,2
5392,7656469,5439,4,3
5393,7656469,4010,13,5
5394,7656469,14989,6,6
5395,7656470,870,12,3
5396,7656470,3073,8,3
5397,7656470,4170,16,4
5398,7656471,5344,9,1
5399,7656471,7417,11,4
5400,7656471,10937,5,1
5401,7656471,410,14,5
5402,7656472,9160,11,6
5403,7656473,1264,5,1
5404,7656473,18637,11,6
5405,7656473,17769,15,6
5406,7656474,11498,19,2
5407,7656475,13105,14,5
5408,7656475,1621,6,3
5409,7656475,7979,3,3
5410,7656475,11088,12,5
5411,7656475,19166,17,5
5412,7656475,6938,3,3
5413,7656475,5709,2,1
5414,7656476,16681,3,6
5415,7656476,13377,14,1
5416,7656476,14154,13,6
5417,7656476,20206,2,2
5418,7656476,16798,6,6
5419,7656477,10689,13,5
5420,7656478,10335,12,2
5421,7656478,6219,8,2
5422,7656478,3254,7,2
5423,7656478,13932,3,4
5424,7656478,15600,9,4
5425,7656478,4588,5,4
5426,7656479,21758,18,2
5427,7656479,11947,7,6
5428,7656480,2432,10,6
5429,7656480,11100,14,4
5430,7656480,19937,8,3
5431,7656480,21575,5,2
5432,7656480,16642,3,2
5433,7656480,1046,14,5
5434,7656480,2284,5,2
5435,7656480,18513,9,5
5436,7656480,5429,5,6
5437,7656481,1013,14,6
5438,7656481,10279,18,1
5439,7656481,6593,8,5
5440,7656481,2663,13,1
5441,7656482,14307,14,3
5442,7656482,15345,3,2
5443,7656483,16161,15,1
5444,7656483,17951,19,4
5445,7656483,16202,4,2
5446,7656483,20650,12,6
5447,7656483,1797,8,6
5448,7656483,17188,19,5
5449,7656483,13366,12,2
5450,7656483,7179,8,1
5451,7656483,8005,2,1
5452,7656484,13319,20,3
5453,7656484,15267,18,5
5454,7656484,16502,9,3
5455,7656484,20429,3,1
5456,7656484,8828,1,1
5457,7656484,3264,8,1
5458,7656485,8991,5,3
5459,7656485,21226,1,6
5460,7656485,8701,1,6
5461,7656485,9054,16,4
5462,7656485,21020,14,3
5463,7656485,10819,14,2
5464,7656486,8163,3,3
5465,7656486,7393,10,4
5466,7656486,11954,5,4
5467,7656487,15803,18,5
5468,7656487,12294,2,6
5469,7656488,12454,10,4
5470,7656488,14768,19,6
5471,7656488,4902,6,4
5472,7656489,13760,17,1
5473,7656489,2876,20,3
5474,7656489,12036,12,3
5475,7656489,20804,16,4
5476,7656489,14645,6,2
5477,7656490,2982,13,4
5478,7656490,12256,14,1
5479,7656490,4767,18,1
5480,7656490,10203,15,1
5481,7656490,11684,5,4
5482,7656490,13858,4,4
5483,7656490,12032,19,4
5484,7656490,19000,3,2
5485,7656491,14268,5,1
5486,7656491,8031,18,2
5487,7656492,18370,1,1
5488,7656492,16400,5,1
5489,7656492,3503,14,6
5490,7656492,9199,5,6
5491,7656492,132,5,1
5492,7656493,687,2,6
5493,7656493,12159,8,3
5494,7656494,20503,16,3
5495,7656494,20518,20,3
5496,7656494,1707,8,5
5497,7656494,759,18,4
5498,7656494,17563,12,5
5499,7656494,8643,4,4
5500,7656494,278,4,2
5501,7656495,1856,6,4
5502,7656495,3379,5,1
5503,7656496,18321,12,2
5504,7656496,20937,11,4
5505,7656496,8674,16,1
5506,7656497,16659,20,1
5507,7656497,2461,1,4
5508,7656497,8582,14,6
5509,7656497,2742,17,2
5510,7656497,18602,3,2
5511,7656497,8257,15,6
5512,7656498,19262,4,5
5513,7656498,17197,3,1
5514,7656498,15879,19,5
5515,7656498,9421,4,1
5516,7656499,13901,4,6
5517,7656500,19029,16,1
5518,7656500,9946,19,6
5519,7656500,15113,19,3
5520,7656500,432,6,6
5521,7656501,17960,14,2
5522,7656501,1218,16,2
5523,7656501,20613,9,4
5524,7656501,13161,13,3
5525,7656501,7352,2,6
5526,7656502,1869,8,4
5527,7656502,10968,20,5
5528,7656502,20363,18,3
5529,7656503,7001,17,5
5530,7656503,15776,7,1
5531,7656503,11501,15,2
5532,7656503,14975,11,1
5533,7656504,2565,5,6
5534,7656505,7574,8,4
5535,7656505,3887,11,2
5536,7656505,3755,2,3
5537,7656505,15796,5,5
5538,7656505,4891,6,1
5539,7656505,11832,18,3
5540,7656505,1940,9,3
5541,7656505,16326,19,6
5542,7656505,18059,19,4
5543,7656505,17188,3,6
5544,7656506,5404,10,2
5545,7656506,19859,5,3
5546,7656506,10300,16,4
5547,7656507,3178,10,6
5548,7656507,1678,12,1
5549,7656507,13291,14,2
5550,7656507,7711,18,5
5551,7656508,17014,11,4
5552,7656508,19300,3,3
5553,7656508,21477,16,6
5554,7656508,44,13,4
5555,7656509,2791,3,1
5556,7656509,2013,10,6
5557,7656509,10230,4,1
5558,7656509,7945,9,6
5559,7656509,6071,5,1
5560,7656509,12411,16,6
5561,7656509,12247,18,1
5562,7656509,17878,7,4
5563,7656509,13228,5,4
5564,7656510,3371,17,1
5565,7656510,17552,15,6
5566,7656510,18790,13,3
5567,7656510,20971,3,6
5568,7656510,4094,19,6
5569,7656511,12590,5,2
5570,7656511,16233,7,4
5571,7656511,8675,16,2
5572,7656511,21091,4,2
5573,7656511,12116,5,1
5574,7656511,19749,15,3
5575,7656511,19122,14,4
5576,7656511,17639,1,5
5577,7656512,15417,15,5
5578,7656512,1261,1,2
5579,7656512,1894,9,6
5580,7656512,10465,19,3
5581,7656512,3190,10,5
5582,7656512,15498,11,4
5583,7656512,29,12,5
5584,7656512,1004,20,4
5585,7656513,20041,9,4
5586,7656514,19670,7,2
5587,7656514,20330,20,1
5588,7656514,2090,6,3
5589,7656514,15974,15,6
5590,7656515,13310,6,4
5591,7656515,4576,6,4
5592,7656515,18130,11,5
5593,7656515,16671,7,2
5594,7656515,8467,10,1
5595,7656515,2189,20,2
5596,7656515,11709,9,1
5597,7656515,21417,11,6
5598,7656515,11321,3,6
5599,7656516,16888,14,3
5600,7656516,1672,18,2
5601,7656516,8171,9,3
5602,7656516,20216,16,1
5603,7656516,4273,11,4
5604,7656516,1098,4,4
5605,7656516,1204,11,5
5606,7656516,16022,20,4
5607,7656516,19752,10,3
5608,7656517,20151,12,6
5609,7656518,6729,18,2
5610,7656518,16656,16,2
5611,7656518,14505,3,6
5612,7656518,17410,16,1
5613,7656518,10984,4,5
5614,7656518,2439,3,2
5615,7656518,18363,13,1
5616,7656518,7983,7,1
5617,7656518,14828,6,1
5618,7656518,19356,2,4
5619,7656519,14953,17,2
5620,7656519,3400,2,4
5621,7656519,22065,9,6
5622,7656519,1025,8,2
5623,7656519,7279,13,5
5624,7656519,10796,20,6
5625,7656520,5439,11,3
5626,7656520,20103,19,3
5627,7656520,19006,3,5
5628,7656520,13379,11,6
5629,7656521,12098,4,3
5630,7656521,14907,19,5
5631,7656521,15615,19,4
5632,7656521,15966,15,1
5633,7656521,10257,6,3
5634,7656521,8995,5,4
5635,7656521,10637,20,4
5636,7656522,7046,20,1
5637,7656522,7650,15,5
5638,7656522,6731,9,1
5639,7656522,17637,6,6
5640,7656522,12163,3,3
5641,7656522,10607,15,6
5642,7656522,19887,17,6
5643,7656523,6397,1,2
5644,7656523,11243,3,4
5645,7656523,8029,19,3
5646,7656523,1098,7,5
5647,7656523,9412,10,2
5648,7656524,21523,3,6
5649,7656524,15944,14,4
5650,7656524,10030,13,6
5651,7656524,2421,16,1
5652,7656524,9546,15,1
5653,7656524,12342,5,5
5654,7656524,699,8,5
5655,7656525,5569,7,5
5656,7656525,8271,16,4
5657,7656525,13529,6,1
5658,7656525,14703,19,1
5659,7656525,16024,1,2
5660,7656525,7388,2,2
5661,7656525,1830,20,4
5662,7656525,16132,19,2
5663,7656525,2806,12,5
5664,7656526,14859,15,3
5665,7656526,8545,9,6
5666,7656526,7124,14,4
5667,7656526,17318,20,1
5668,7656526,19135,4,6
5669,7656526,79,15,3
5670,7656526,6923,20,2
5671,7656527,6556,1,5
5672,7656527,20799,14,1
5673,7656527,3905,4,4
5674,7656527,3849,5,2
5675,7656527,15650,14,6
5676,7656527,16198,5,5
5677,7656527,7905,1,3
5678,7656527,597,2,1
5679,7656527,1805,8,5
5680,7656527,18825,4,1
5681,7656528,17509,2,2
5682,7656528,11608,4,4
5683,7656528,18969,20,6
5684,7656529,13332,3,5
5685,7656529,12847,12,2
5686,7656529,21648,11,1
5687,7656529,19674,15,5
5688,7656529,13403,19,3
5689,7656529,19363,16,1
5690,7656529,13408,15,6
5691,7656530,9447,5,5
5692,7656530,11908,2,6
5693,7656530,13630,10,4
5694,7656531,19967,17,5
5695,7656531,15107,14,2
5696,7656531,5519,8,6
5697,7656531,7777,11,2
5698,7656531,20586,9,3
5699,7656531,17920,7,3
5700,7656532,10442,15,5
5701,7656532,5507,8,1
5702,7656533,15895,17,6
5703,7656533,5471,19,5
5704,7656533,11111,1,3
5705,7656533,7668,13,6
5706,7656533,2082,7,4
5707,7656533,9744,15,5
5708,7656533,11022,19,1
5709,7656533,10436,14,1
5710,7656533,21956,11,2
5711,7656534,19742,16,1
5712,7656534,11423,7,4
5713,7656534,357,3,5
5714,7656534,15820,20,4
5715,7656534,7007,16,5
5716,7656534,22064,7,6
5717,7656534,20668,9,5
5718,7656534,13657,18,3
5719,7656534,9895,13,6
5720,7656534,4123,5,6
5721,7656535,20676,3,6
5722,7656535,11103,16,6
5723,7656535,16116,7,2
5724,7656535,19174,9,2
5725,7656535,17037,11,1
5726,7656536,6390,2,6
5727,7656536,14125,11,3
5728,7656536,20353,1,6
5729,7656536,64,3,5
5730,7656536,13428,17,2
5731,7656536,20038,6,4
5732,7656536,8118,13,1
5733,7656536,7814,13,3
5734,7656536,13841,14,6
5735,7656536,5654,19,1
5736,7656537,427,15,6
5737,7656537,99,14,1
5738,7656537,17088,9,2
5739,7656537,12846,12,2
5740,7656537,8109,13,4
5741,7656537,17501,9,1
5742,7656537,167,2,5
5743,7656538,14938,15,5
5744,7656538,771,4,1
5745,7656538,6515,5,4
5746,7656538,20837,6,2
5747,7656538,15575,12,3
5748,7656538,20,5,5
5749,7656538,4561,2,1
5750,7656538,9966,2,2
5751,7656538,14249,15,2
5752,7656539,17423,14,4
5753,7656539,5456,7,3
5754,7656539,6892,12,6
5755,7656539,17897,14,2
5756,7656540,78,10,1
5757,7656540,1906,12,2
5758,7656540,2970,5,4
5759,7656540,8882,13,4
5760,7656541,20139,2,2
5761,7656541,8997,2,3
5762,7656541,370,9,2
5763,7656541,16552,13,3
5764,7656542,5487,6,3
5765,7656542,6346,13,5
5766,7656542,8216,6,6
5767,7656542,11696,18,3
5768,7656542,1508,18,6
5769,7656542,11743,5,5
5770,7656542,20446,8,5
5771,7656542,17738,10,6
5772,7656543,5643,16,2
5773,7656544,10194,9,6
5774,7656544,3119,12,1
5775,7656544,2885,11,3
5776,7656544,5616,11,1
5777,7656544,20415,13,2
5778,7656544,5146,20,5
5779,7656545,8728,1,4
5780,7656545,15238,2,2
5781,7656545,21538,8,1
5782,7656545,10732,1,1
5783,7656545,4488,11,1
5784,7656545,17965,15,6
5785,7656545,16764,1,2
5786,7656545,18020,16,1
5787,7656546,19939,7,4
5788,7656546,2640,17,1
5789,7656546,13548,13,4
5790,7656546,8361,5,6
5791,7656546,7088,13,2
5792,7656546,1464,12,5
5793,7656546,6755,17,6
5794,7656546,12391,6,5
5795,7656547,6615,5,2
5796,7656547,12197,15,5
5797,7656547,13780,7,3
5798,7656548,19342,2,5
5799,7656548,21769,3,4
5800,7656548,15415,6,1
5801,7656549,5323,17,3
5802,7656549,2613,7,5
5803,7656549,13709,20,5
5804,7656549,11514,12,5
5805,7656549,19852,6,4
5806,7656549,14269,6,6
5807,7656549,5841,17,4
5808,7656549,6539,5,1
5809,7656549,10248,17,4
5810,7656550,17393,3,1
5811,7656550,10776,12,1
5812,7656550,16329,11,5
5813,7656550,7658,17,5
5814,7656551,4528,8,1
5815,7656551,12694,12,5
5816,7656552,15191,8,6
5817,7656552,2197,18,5
5818,7656552,10944,4,2
5819,7656552,4024,15,3
5820,7656552,13024,17,4
5821,7656552,16680,14,4
5822,7656553,9660,3,1
5823,7656553,16108,1,3
5824,7656553,21339,19,1
5825,7656554,13434,1,2
5826,7656554,1590,20,2
5827,7656554,73,16,4
5828,7656554,21542,3,5
5829,7656554,15338,1,4
5830,7656554,5279,6,6
5831,7656554,13409,14,5
5832,7656555,7798,13,3
5833,7656555,4060,16,3
5834,7656555,6163,7,3
5835,7656555,19966,1,2
5836,7656555,6498,10,1
5837,7656555,5820,7,3
5838,7656556,7988,1,2
5839,7656556,1339,7,6
5840,7656556,6461,15,3
5841,7656556,19009,8,3
5842,7656556,6684,3,4
5843,7656556,14067,11,2
5844,7656556,12394,1,4
5845,7656556,16098,10,6
5846,7656556,17465,2,4
5847,7656556,20426,15,3
5848,7656557,9243,1,2
5849,7656557,187,7,2
5850,7656557,14651,7,6
5851,7656557,19952,18,3
5852,7656557,20884,7,6
5853,7656557,7877,18,2
5854,7656558,5299,8,4
5855,7656558,5285,3,3
5856,7656558,6448,8,2
5857,7656558,3106,15,5
5858,7656559,16614,8,3
5859,7656559,5321,5,6
5860,7656559,5393,16,6
5861,7656559,21870,16,3
5862,7656559,13104,4,5
5863,7656559,1089,20,4
5864,7656559,1154,15,1
5865,7656559,4637,17,2
5866,7656560,9936,20,5
5867,7656560,14129,18,3
5868,7656560,1313,8,6
5869,7656560,3785,11,6
5870,7656560,8345,18,3
5871,7656560,8753,14,2
5872,7656561,8320,11,3
5873,7656562,18098,20,4
5874,7656562,11828,4,4
5875,7656562,2735,13,3
5876,7656562,15493,20,1
5877,7656562,18985,20,4
5878,7656562,13208,14,6
5879,7656562,8015,16,4
5880,7656562,8677,18,4
5881,7656562,510,19,4
5882,7656562,18605,5,5
5883,7656563,17408,13,3
5884,7656563,1860,3,6
5885,7656563,1010,4,4
5886,7656563,11359,2,1
5887,7656563,6302,16,1
5888,7656563,9689,7,4
5889,7656564,14203,16,6
5890,7656564,8115,19,5
5891,7656564,596,19,1
5892,7656564,3000,19,3
5893,7656564,18016,16,4
5894,7656564,4376,11,3
5895,7656564,10962,17,6
5896,7656564,17990,14,5
5897,7656564,6125,16,6
5898,7656565,17500,12,5
5899,7656565,20864,7,1
5900,7656565,10841,9,4
5901,7656565,14585,3,6
5902,7656565,20878,13,3
5903,7656565,4674,7,3
5904,7656565,20349,11,5
5905,7656565,9418,2,3
5906,7656565,2682,15,3
5907,7656565,4062,2,1
5908,7656566,10731,4,2
5909,7656566,1899,9,1
5910,7656566,19403,2,1
5911,7656566,9369,6,5
5912,7656566,9511,19,5
5913,7656567,9100,14,1
5914,7656567,8747,7,4
5915,7656567,14659,6,5
5916,7656567,16055,10,2
5917,7656567,18207,7,1
5918,7656568,7154,17,5
5919,7656568,20280,16,2
5920,7656568,8381,18,1
5921,7656568,346,6,4
5922,7656568,15227,4,5
5923,7656568,21226,13,3
5924,7656568,16531,7,5
5925,7656568,4254,12,1
5926,7656569,17461,20,6
5927,7656569,16944,14,6
5928,7656569,7417,7,2
5929,7656569,256,1,4
5930,7656569,18596,12,6
5931,7656569,7243,15,2
5932,7656569,11786,18,1
5933,7656570,8972,6,5
5934,7656570,14060,7,4
5935,7656570,20517,5,4
5936,7656570,626,16,2
5937,7656570,456,16,5
5938,7656570,14172,14,6
5939,7656571,12828,12,4
5940,7656571,20213,19,2
5941,7656571,19715,19,2
5942,7656571,16653,14,4
5943,7656571,17689,17,6
5944,7656571,1897,17,2
5945,7656572,7956,17,4
5946,7656572,9022,15,2
5947,7656572,7722,8,1
5948,7656572,2789,16,3
5949,7656572,20074,7,3
5950,7656572,18857,11,5
5951,7656572,18748,6,6
5952,7656572,17229,11,4
5953,7656572,18039,14,1
5954,7656573,4155,13,4
5955,7656573,9434,2,3
5956,7656574,479,15,5
5957,7656574,282,9,2
5958,7656574,4046,4,6
5959,7656574,14854,20,4
5960,7656575,20240,19,3
5961,7656575,11391,11,5
5962,7656575,299,2,1
5963,7656575,4511,20,3
5964,7656576,16293,4,5
5965,7656576,4172,14,6
5966,7656576,16740,14,1
5967,7656576,2681,11,5
5968,7656576,5928,4,6
5969,7656576,6981,1,6
5970,7656576,20771,17,5
5971,7656577,9541,9,6
5972,7656577,17906,19,4
5973,7656577,15004,2,1
5974,7656577,9723,15,2
5975,7656577,7151,3,2
5976,7656578,4393,15,5
5977,7656578,8910,9,4
