ProductID,Product,Category_ID,Sub_Category,Brand,Sale_Price,Market_Price,Type,Rating
2555,Roll Yo! Choco Swiss Roll,5007,Cakes & Pastries,Britannia,10,10,Tea Cakes & Slice Cakes,4.1
2556,Happy Happy Egg Cake - Vanilla,5007,Cakes & Pastries,Parle,10,10,Tea Cakes & Slice Cakes,4
2557,Bar Cake - Pineapple,5007,Cakes & Pastries,Elite,30,30,Tea Cakes & Slice Cakes,4
2558,Belgian Chocolate Cake Mix,5007,Cakes & Pastries,The Baker's Dozen,350,350,Tea Cakes & Slice Cakes,
2559,Roll Yo! Strawberry Swiss Roll,5007,Cakes & Pastries,Britannia,9,10,Tea Cakes & Slice Cakes,4
2560,Honey Oats & Raisin Muffins,5007,Cakes & Pastries,Fresho Signature,149,149,Muffins & Cup Cakes,3.9
2561,Vanilla Almond Cake,5007,Cakes & Pastries,The Baker's Dozen,139,139,Tea Cakes & Slice Cakes,3.8
2562,Banana Oats & Cranberry Muffins,5007,Cakes & Pastries,Fresho Signature,189,189,Muffins & Cup Cakes,
2563,Roll - Swiss Single,5007,Cakes & Pastries,Dream Bake,10,10,Tea Cakes & Slice Cakes,4.1
2564,Fruit Cake - Sliced,5007,Cakes & Pastries,Winkies,30,30,Tea Cakes & Slice Cakes,4.2
2565,Carrot Walnut Cake - 100% Wholewheat,5007,Cakes & Pastries,The Baker's Dozen,280,280,Tea Cakes & Slice Cakes,4.1
2566,Eggless Chocolate Overload Cupcakes,5007,Cakes & Pastries,The Baker's Dozen,139,139,Muffins & Cup Cakes,3.2
2567,Red Velvet Cupcakes,5007,Cakes & Pastries,The Baker's Dozen,139,139,Muffins & Cup Cakes,3.6
2568,Fresh Orange Cake With Pistachio,5007,Cakes & Pastries,The Baker's Dozen,135,135,Tea Cakes & Slice Cakes,3.7
2569,Gluten - Free Chocolate Cake,5007,Cakes & Pastries,The Baker's Dozen,260,260,Tea Cakes & Slice Cakes,3.6
2570,Dates & Walnut Muffins,5007,Cakes & Pastries,Fresho Signature,249,249,Muffins & Cup Cakes,
2571,Mawa Eggless Cake Bar,5007,Cakes & Pastries,Bon & Bread,188,188,Tea Cakes & Slice Cakes,4.5
2572,Pineapple Flavoured Tooti Frooti,5007,Cakes & Pastries,Elite,25,25,Tea Cakes & Slice Cakes,3.8
2573,Vanilla Pound Cake,5007,Cakes & Pastries,The Baker's Dozen,139,139,Tea Cakes & Slice Cakes,3.5
2574,100% Wholewheat Lemon Loaf With Honey,5007,Cakes & Pastries,The Baker's Dozen,139,139,Tea Cakes & Slice Cakes,3.8
2575,Multigrain Muffins,5007,Cakes & Pastries,Fresho Signature,149,149,Muffins & Cup Cakes,4.2
2576,Cup Cake - Chocolate,5007,Cakes & Pastries,Milk Ma,35,35,Muffins & Cup Cakes,3.6
2577,Gluten - Free Pound Cake,5007,Cakes & Pastries,The Baker's Dozen,240,240,Tea Cakes & Slice Cakes,4
2578,Eggless Choco Chips Cake,5007,Cakes & Pastries,Bon & Bread,188,188,Tea Cakes & Slice Cakes,3.7
2579,Eggless Chocolate Almond Cake,5007,Cakes & Pastries,The Baker's Dozen,159,159,Tea Cakes & Slice Cakes,3.2
2580,Pure Hot Fudge (less than 5% maida),5007,Cakes & Pastries,Brownie Cottage,180,180,Pastries & Brownies,4.3
2581,Red Velvet Cake,5007,Cakes & Pastries,The Baker's Dozen,139,139,Tea Cakes & Slice Cakes,3.5
2582,Bestseller with Nutella (less than 5% maida),5007,Cakes & Pastries,Brownie Cottage,250,250,Pastries & Brownies,4
2583,Dark Belgian 70 % Dark (less than 5% maida),5007,Cakes & Pastries,Brownie Cottage,230,230,Pastries & Brownies,4.3
2584,Coffee Cake,5007,Cakes & Pastries,The Baker's Dozen,159,159,Tea Cakes & Slice Cakes,3.5
2585,Orange Flavoured Tooti Frooti,5007,Cakes & Pastries,Elite,25,25,Tea Cakes & Slice Cakes,3.8
2586,Yum Yum - Vanilla Cake,5007,Cakes & Pastries,Milk Ma,20,20,Tea Cakes & Slice Cakes,2.9
2587,Italian Tiramisu Cake,5007,Cakes & Pastries,Fresho Signature,599,799,Birthday & Party Cakes,5
2588,Carrot Cake,5007,Cakes & Pastries,Fresho Signature,499,699,Birthday & Party Cakes,
2589,Gooey Chocolate Cake,5007,Cakes & Pastries,Fresho Signature,499,699,Birthday & Party Cakes,
2590,Yum Yum - Pineapple Cake,5007,Cakes & Pastries,Milk Ma,20,20,Tea Cakes & Slice Cakes,3.3
2591,Yum Yum - Chocolate Cake,5007,Cakes & Pastries,Milk Ma,20,20,Tea Cakes & Slice Cakes,2.5
2592,Caramel Craving - Less Than 5% Maida,5007,Cakes & Pastries,Brownie Cottage,180,180,Pastries & Brownies,
2593,"Cake - Dates Walnut, Whole Wheat Eggless",5007,Cakes & Pastries,BHealthy,129,129,Tea Cakes & Slice Cakes,3.2
2594,Cake - Banana Walnut,5007,Cakes & Pastries,BHealthy,259,259,Tea Cakes & Slice Cakes,2.6
2595,Cake - Carrot,5007,Cakes & Pastries,BHealthy,129,129,Tea Cakes & Slice Cakes,2.8
2596,"Cake - Organic Jaggery Banana Walnut, Sugarfree, Whole Wheat, Eggless",5007,Cakes & Pastries,BHealthy,299,299,Birthday & Party Cakes,2.4
2597,"Walnut Brownie - Organic Jaggery, Wholewheat, Eggless, Sugarfree",5007,Cakes & Pastries,BHealthy,159,159,Pastries & Brownies,2
2598,"Oats Carrot Cake - Organic Jaggery, Wholewheat, Eggless, Sugarfree",5007,Cakes & Pastries,BHealthy,299,299,Tea Cakes & Slice Cakes,3.2
2599,"Mawa Cake - Organic Jaggery, Wholewheat, Eggless, Sugarfree",5007,Cakes & Pastries,BHealthy,299,299,Tea Cakes & Slice Cakes,1.7
2600,Sugarfree Avocado Jaggery Cake,5007,Cakes & Pastries,BHealthy,329,329,Tea Cakes & Slice Cakes,3
2601,Honey Fig Cake,5007,Cakes & Pastries,BHealthy,149,149,Tea Cakes & Slice Cakes,2.7
2602,"Sugarfree Jaggery Peanut Butter Choco Chips Cake - Whole Wheat, Eggless",5007,Cakes & Pastries,BHealthy,299,299,Tea Cakes & Slice Cakes,
2603,"Cake - Coffee Walnut, Whole Wheat Eggless",5007,Cakes & Pastries,BHealthy,129,129,Tea Cakes & Slice Cakes,3
2604,"Cake - Vanilla Tutti Frutti, Whole Wheat (Eggless)",5007,Cakes & Pastries,BHealthy,259,259,Tea Cakes & Slice Cakes,3.5
2605,"Cake - Orange Blueberry, Whole Wheat, Eggless",5007,Cakes & Pastries,BHealthy,149,149,Tea Cakes & Slice Cakes,2.9
2606,"Cake - Blueberry, Whole Wheat, Eggless",5007,Cakes & Pastries,BHealthy,149,149,Tea Cakes & Slice Cakes,3.6
2607,"Plum Cake - Christmas, Wholewheat, Eggless",5007,Cakes & Pastries,BHealthy,599,599,Tea Cakes & Slice Cakes,5
2608,Eggless Vanilla Chocolate Cupcakes,5007,Cakes & Pastries,The Baker's Dozen,135,135,Muffins & Cup Cakes,2.5
2609,"Brownie - Chocolate Walnut Whole Wheat, Eggless",5007,Cakes & Pastries,BHealthy,139,139,Pastries & Brownies,4.5
2610,"Muffin - Rich Chocolate, Whole Wheat (Eggless)",5007,Cakes & Pastries,BHealthy,289,289,Muffins & Cup Cakes,4.3
2611,"Whole Wheat Cake - Chocolate Marble, Eggless",5007,Cakes & Pastries,BHealthy,129,129,Pastries & Brownies,1
2612,Chocolate Fudge Cake,5007,Cakes & Pastries,The Finishing Touch,400,400,Birthday & Party Cakes,4.3
2613,"Tea Cake-Banana Walnut,250 g+TGL Co.Sweet Dreams Chamomile Herbal Tea Bags,32 g",5007,Cakes & Pastries,Fresho Signature,346,408,Tea Cakes & Slice Cakes,
2614,"Marble Tea Cake, 250 g + TGL Co.Kashmiri Kahwa Green Tea Bag, 32 g",5007,Cakes & Pastries,Fresho Signature,383,458,Tea Cakes & Slice Cakes,
2615,"Choco Chip Tea Cake, 250 g + TGL Co.English Breakfast Black Tea Bag, 32 g",5007,Cakes & Pastries,Fresho Signature,346,408,Tea Cakes & Slice Cakes,
2616,Bar Cake - Choco Orange,5007,Cakes & Pastries,Elite,30,30,Tea Cakes & Slice Cakes,3.9
2617,Cake - Choco Plum,5007,Cakes & Pastries,Elite,240,240,Tea Cakes & Slice Cakes,4.6
2618,Choco Layer Cake,5007,Cakes & Pastries,Britannia,10,10,Tea Cakes & Slice Cakes,4.2
2619,Wax Shoe Polish - Black,5001,Car & Shoe Care,Cherry Blossom,171,189,Shoe Polish,4.4
2620,"Car Freshener Gel, Relaxing Lavender",5001,Car & Shoe Care,Ambi pur,299,299,Car Freshener,4
2621,"Shoe Shiner Sponge - Neutral, Handy Shine",5001,Car & Shoe Care,Cherry Blossom,80,80,Shoe Polish,4.2
2622,"Twist Gel - Car Air Freshener, Cool Surf Blue",5001,Car & Shoe Care,Aer,341,379,Car Freshener,4
2623,Liquid Shoe Polish - Black,5001,Car & Shoe Care,Cherry Blossom,164,184,Shoe Polish,4.3
2624,Express Shine Sponge - Black,5001,Car & Shoe Care,Kiwi,72,72,Shoe Polish,4.2
2625,"Car Freshener Gel, Refreshing Lemon",5001,Car & Shoe Care,Ambi pur,299,299,Car Freshener,3
2626,Motomax Car Shampoo Concentrated Wash,5001,Car & Shoe Care,Pidilite,60,60,Car Polish & Cleaners,4
2627,Car Air Freshener - Aqua Starter Kit,5001,Car & Shoe Care,Ambi pur,299,299,Car Freshener,4.3
2628,"Shoe Shiner Sponge - Black, Handy Shine",5001,Car & Shoe Care,Cherry Blossom,67,75,Shoe Polish,4.2
2629,"Car Freshener Gel, Romantic Rose",5001,Car & Shoe Care,Ambi pur,299,299,Car Freshener,
2630,Wax Shoe Polish - Dark Tan,5001,Car & Shoe Care,Cherry Blossom,117,130,Shoe Polish,4.1
2631,"Twist Gel - Car Air Freshener, Fresh Lush Green",5001,Car & Shoe Care,Aer,341,379,Car Freshener,3.8
2632,2 In 1 Shoe Brush,5001,Car & Shoe Care,Kiwi,60,80,Shoe Polish,4.4
2633,Express Shine Sponge - For ALL Colours,5001,Car & Shoe Care,Kiwi,72,72,Shoe Polish,4.3
2634,Car Air Freshener Refill - Lavender Spa,5001,Car & Shoe Care,Ambi pur,199,199,Car Freshener,3.9
2635,"Twist Gel - Car Air Freshener, Musk After Smoke",5001,Car & Shoe Care,Aer,341,379,Car Freshener,3.7
2636,"Car Freshener - Exotic Jasmine, Starter Kit Refill Pack",5001,Car & Shoe Care,Ambi pur,199,199,Car Freshener,3.5
2637,"Twist Gel - Car Air Freshener, Bright Tangy Delight",5001,Car & Shoe Care,Aer,341,379,Car Freshener,3.8
2638,Liquid Shoe Polish - Dark Tan,5001,Car & Shoe Care,Cherry Blossom,168,188,Shoe Polish,3.6
2639,Liquid Shoe Polish - White,5001,Car & Shoe Care,Cherry Blossom,77,110,Shoe Polish,3.8
2640,Motomax 2K Rubbing Compound,5001,Car & Shoe Care,Pidilite,109,110,Car Polish & Cleaners,3.5
2641,Motomax Premium Liquid Polish,5001,Car & Shoe Care,Pidilite,65,65,Car Polish & Cleaners,4.2
2642,Motomax Dashboard Polish,5001,Car & Shoe Care,Pidilite,149,150,Car Polish & Cleaners,4
2643,"Click Gel - Car Vent Air Freshener Kit, Rich Irish Cocktail",5001,Car & Shoe Care,Aer,275,299,Car Freshener,3.9
2644,Shoe Brush Shine,5001,Car & Shoe Care,Kiwi,65,65,Shoe Polish,4.2
2645,"Twist Gel - Car Air Freshener, Petal Crush Pink",5001,Car & Shoe Care,Aer,341,379,Car Freshener,3.6
2646,Instant Polish - All Colour Leather,5001,Car & Shoe Care,Kiwi,74,74,Shoe Polish,4.3
2647,Shoe Odour - Abzorber,5001,Car & Shoe Care,Abzorb-It,185,185,Shoe Polish,3.7
2648,Car Air Freshener - Vanilla Bouquet,5001,Car & Shoe Care,Ambi pur,299,299,Car Freshener,3.2
2649,Car Freshener Refill - Sweet Citrus & Zest,5001,Car & Shoe Care,Ambi pur,199,199,Car Freshener,3.8
2650,"Click Gel - Car Air Freshener Refill, Cool Surf Blue",5001,Car & Shoe Care,Aer,165,175,Car Freshener,3.5
2651,Car Freshener - Sweet Citrus & Zest,5001,Car & Shoe Care,Ambi pur,299,299,Car Freshener,3.4
2652,Shoe Shine Kit - Shoe Wax + Handy Shine,5001,Car & Shoe Care,Cherry Blossom,119,119,Shoe Polish,3.4
2653,"Click Gel - Car Air Freshener Refill, Musk After Smoke",5001,Car & Shoe Care,Aer,165,175,Car Freshener,3.5
2654,"Click Gel - Car Vent Air Freshener Kit, Bright Tangy Delight",5001,Car & Shoe Care,Aer,275,299,Car Freshener,3.3
2655,Motomax Cream Polish - With Carnauba Wax,5001,Car & Shoe Care,Pidilite,347,350,Car Polish & Cleaners,4.2
2656,Leather Cleaner & Conditioner,5001,Car & Shoe Care,Weiman,700,700,Car Polish & Cleaners,
2657,"Click Gel - Car Vent Air Freshener Kit, Fresh Lush Green",5001,Car & Shoe Care,Aer,275,299,Car Freshener,3.7
2658,"Click Gel - Car Air Freshener Refill, Fresh Lush Green",5001,Car & Shoe Care,Aer,165,175,Car Freshener,3.6
2659,"Click Gel - Car Air Freshener Refill, Bright Tangy Delight",5001,Car & Shoe Care,Aer,165,175,Car Freshener,4.6
2660,Instant Polish - Black Leather,5001,Car & Shoe Care,Kiwi,49,49,Shoe Polish,4.2
2661,"Click Gel - Car Vent Air Freshener Kit, Cool Surf Blue",5001,Car & Shoe Care,Aer,275,299,Car Freshener,3
2662,Instant Polish - Brown Leather,5001,Car & Shoe Care,Kiwi,74,74,Shoe Polish,4.4
2663,Motomax Protectant Spray,5001,Car & Shoe Care,Pidilite,99,100,Car Polish & Cleaners,4
2664,Shoe Polish - Dark Tan Leather,5001,Car & Shoe Care,Kiwi,48,48,Shoe Polish,4
2665,"Click Gel - Car Vent Air Freshener Kit, Petal Crush Pink",5001,Car & Shoe Care,Aer,299,299,Car Freshener,3
2666,"Click Gel - Car Air Freshener Refill, Petal Crush Pink",5001,Car & Shoe Care,Aer,165,175,Car Freshener,
2667,Oats - Rolled,5004,Cereals & Breakfast,By Nature,190,190,Imported Oats & Porridge,
2668,Rolled Oats - Gluten Free,5004,Cereals & Breakfast,Graminway,150,150,Imported Oats & Porridge,
2669,20g Whey Protein Bar - Double Chocolate Caramel,5004,Cereals & Breakfast,GoodDiet,345,540,Cereal & Granola Bars,
2670,20g Whey Protein Bar - Hazelnut Coffee,5004,Cereals & Breakfast,GoodDiet,345,540,Cereal & Granola Bars,
2671,Fibre Rich Muesli For Breakfast - No Added Sugar,5004,Cereals & Breakfast,True Elements,506,595,Muesli & Rice Cakes,
2672,Super Muesli - No Added Sugar,5004,Cereals & Breakfast,Yoga bar,293,325,Muesli & Rice Cakes,
2673,20g Whey Protein Bar - Chocolate Cranberry,5004,Cereals & Breakfast,GoodDiet,345,540,Cereal & Granola Bars,
2674,Crunchy Granola Bars - Oats & Dark Chocolate,5004,Cereals & Breakfast,Nature Valley,306,360,Cereal & Granola Bars,4.3
2675,Rolled Oats,5004,Cereals & Breakfast,True Elements,394,480,Imported Oats & Porridge,
2676,20g Whey Protein Bar - Kesar Almond Fudge,5004,Cereals & Breakfast,GoodDiet,345,540,Cereal & Granola Bars,
2677,Rolled Oats,5004,Cereals & Breakfast,Nutriorg,176,185,Imported Oats & Porridge,
2678,Variety Protein Bar Chocolate Cranberry-Double Chocolate Caramel-Hazelnut Coffee,5004,Cereals & Breakfast,GoodDiet,269,405,Cereal & Granola Bars,
2679,"Granola - Hazelnut & Almond, Gluten free",5004,Cereals & Breakfast,GoodDiet,249,325,Cereal & Granola Bars,
2680,Super Oats - Dark Chocolate,5004,Cereals & Breakfast,Yoga bar,119,199,Imported Oats & Porridge,
2681,20g Whey Protein Bar - Coconut,5004,Cereals & Breakfast,GoodDiet,345,540,Cereal & Granola Bars,
2682,"Variety Protein Bar-Double Chocolate, Kesar Almond, Cranberry,Hazelnut & Coconut",5004,Cereals & Breakfast,GoodDiet,419,675,Cereal & Granola Bars,
2683,Quinoa Muesli - With Nuts & Seeds,5004,Cereals & Breakfast,GoodDiet,115,210,Cereal & Granola Bars,4.1
2684,Super Oats - 100% Rolled Oats,5004,Cereals & Breakfast,Yoga bar,155,199,Imported Oats & Porridge,
2685,Fibre Rich Muesli For Breakfast + Cranberry Blueberry Muesli Fibre (each 1kg),5004,Cereals & Breakfast,True Elements,988,1190,Muesli & Rice Cakes,
2686,"Multi Millet Muesli - With Fruits, Nuts & Berries",5004,Cereals & Breakfast,GoodDiet,115,174,Cereal & Granola Bars,4.1
2687,Certified Organic Rolled Oats,5004,Cereals & Breakfast,Nutriorg,257,270,Imported Oats & Porridge,
2688,Rolled Oats - Gluten-Free,5004,Cereals & Breakfast,True Elements,89,99,Imported Oats & Porridge,
2689,Toasted Millet Muesli - Dark Chocolate & Orange Peel,5004,Cereals & Breakfast,Monsoon Harvest,230,230,Muesli & Rice Cakes,
2690,Oats - Steel Cut,5004,Cereals & Breakfast,By Nature,99,99,Imported Oats & Porridge,
2691,Healthy Snack - Choco Almond + Protein,5004,Cereals & Breakfast,Mojo Bar,270,270,Cereal & Granola Bars,4.3
2692,Toasted Millet Muesli - Fig & Honey With Salted Pistachios,5004,Cereals & Breakfast,Monsoon Harvest,230,230,Muesli & Rice Cakes,
2693,Rolled Oats 1.2 kg + Whole Instant Oats - Gluten Free 900 g,5004,Cereals & Breakfast,True Elements,559,675,Imported Oats & Porridge,
2694,20g Whey Protein Bar - Cranberry Orange,5004,Cereals & Breakfast,GoodDiet,345,540,Cereal & Granola Bars,
2695,Variety Protein Bars Cranberry Orange-Kesar Almond Fudge-Coconut,5004,Cereals & Breakfast,GoodDiet,269,405,Cereal & Granola Bars,
2696,"Cereal - Granola, Peanut Butter Chocolate Chunk, Breakfast Cereal With Oats, Nuts, Seeds & Dry Fruits",5004,Cereals & Breakfast,Cocosutra,300,300,Cereal & Granola Bars,4.1
2697,Crunchy Granola Bars - Oats 'n Honey,5004,Cereals & Breakfast,Nature Valley,306,360,Cereal & Granola Bars,4.2
2698,Rolled Oats,5004,Cereals & Breakfast,Urban Platter,285,300,Imported Oats & Porridge,
2699,Toasted Millet Muesli Cranberry & Almond,5004,Cereals & Breakfast,Monsoon Harvest,740,740,Muesli & Rice Cakes,
2700,"Froot Loops, Imported",5004,Cereals & Breakfast,Kelloggs,925,925,Gourmet Flakes,5
2701,Multi Millet Flakes - With Fruits & Nuts,5004,Cereals & Breakfast,GoodDiet,115,174,Cereal & Granola Bars,4.1
2702,"Cereal Lucky Charms - Gluten-Free, Imported",5004,Cereals & Breakfast,General Mills,899,899,Gourmet Flakes,1
2703,"Chatpati Protein Muesli - With Quinoa Puff, Soynuts & Almonds",5004,Cereals & Breakfast,True Elements,506,595,Muesli & Rice Cakes,
2704,Healthy Snack - Variety Pack,5004,Cereals & Breakfast,Mojo Bar,270,270,Cereal & Granola Bars,4.6
2705,Certified Organic Steel Cut Oats,5004,Cereals & Breakfast,Nutriorg,380,400,Imported Oats & Porridge,
2706,Gluten-Free Oat Bran,5004,Cereals & Breakfast,NUTRIWISH,450,450,Imported Oats & Porridge,
2707,"Quinoa Cereal - With Fruits & Nuts, Banana Flavour",5004,Cereals & Breakfast,GoodDiet,115,210,Cereal & Granola Bars,4
2708,"Cheerios - 100% Whole Grain Oats-Gluten Free, Imported",5004,Cereals & Breakfast,General Mills,899,899,Gourmet Flakes,
2709,Whey Protein Bars - Variety,5004,Cereals & Breakfast,GoodDiet,599,749,Cereal & Granola Bars,1
2710,Swiss Style Muesli - No Added Sugar,5004,Cereals & Breakfast,Alpen,519,610,Muesli & Rice Cakes,
2711,"Granola - Honey Nut, Gluten free",5004,Cereals & Breakfast,GoodDiet,249,325,Cereal & Granola Bars,
2712,Rolled Oats - Gluten Free,5004,Cereals & Breakfast,Bobs Red Mill,903,950,Imported Oats & Porridge,
2713,Super Oats - Veggies Masala,5004,Cereals & Breakfast,Yoga bar,119,199,Imported Oats & Porridge,
2714,"Granola - Quinoa & Amaranth Cranberry, Gluten Free",5004,Cereals & Breakfast,GoodDiet,249,325,Cereal & Granola Bars,
2715,Oat Flour - Premium,5004,Cereals & Breakfast,NUTRIWISH,300,300,Imported Oats & Porridge,
2716,Crunchy Granola Bars - Dark Chocolate & Espresso,5004,Cereals & Breakfast,Monsoon Harvest,240,240,Cereal & Granola Bars,3
2717,Super Oats - Nuts & Seeds,5004,Cereals & Breakfast,Yoga bar,119,199,Imported Oats & Porridge,
2718,Cereals - Cocoa Pebbles,5004,Cereals & Breakfast,Post,899,899,Cereal & Granola Bars,
2719,"Granola - Goji Cocoa, Gluten free",5004,Cereals & Breakfast,GoodDiet,249,325,Cereal & Granola Bars,
2720,Steelcut Oats,5004,Cereals & Breakfast,Nutriorg,233,245,Imported Oats & Porridge,
2721,Nuts & Seeds Bars - Dark Chocolate & Sea Salt,5004,Cereals & Breakfast,Monsoon Harvest,450,450,Cereal & Granola Bars,5
2722,Millet Diet Muesli,5004,Cereals & Breakfast,Millet Mantra,161,230,Muesli & Rice Cakes,
2723,Tangy Cranberry Oat Balls,5004,Cereals & Breakfast,True Elements,135,150,Imported Oats & Porridge,
2724,Millet Muesli - Crunchy Nutty Delight,5004,Cereals & Breakfast,Millet Mantra,168,240,Muesli & Rice Cakes,
2725,"Cereal - Granola, Millet Mocha Crunch, Breakfast Cereal With Oats, Nuts, Seeds & Dry Fruits",5004,Cereals & Breakfast,Cocosutra,300,300,Cereal & Granola Bars,3.2
2726,Crunchy Granola Bar - Oats & Dark Chocolate,5004,Cereals & Breakfast,Nature Valley,45,60,Cereal & Granola Bars,4.1
2727,Oat Flakes,5004,Cereals & Breakfast,NUTRIWISH,400,400,Gourmet Flakes,5
2728,Health Bar - Walnut Crunch,5004,Cereals & Breakfast,FabBox,300,300,Cereal & Granola Bars,3.3
2729,Great Grains - Whole Grain Cereal with Crunchy Pecans,5004,Cereals & Breakfast,Post Selects,786,925,Cereal & Granola Bars,
2730,Oat Crispies - Classic,5004,Cereals & Breakfast,Kolln,347,495,Imported Oats & Porridge,
2731,Gluten Free Raw Steelcut Oats,5004,Cereals & Breakfast,Nutriorg,1116,1175,Imported Oats & Porridge,
2732,Organic Rolled Oats - Gluten Free,5004,Cereals & Breakfast,Nutriorg,1131,1190,Imported Oats & Porridge,
2733,Certified Organic Instant Oats - Gluten Free,5004,Cereals & Breakfast,Nutriorg,846,890,Imported Oats & Porridge,
2734,Organic Steelcut Oats - Gluten Free,5004,Cereals & Breakfast,Nutriorg,1796,1890,Imported Oats & Porridge,
2735,Raisin Bran - Whole Grain Wheat & Bran Cereal,5004,Cereals & Breakfast,Post Selects,786,925,Cereal & Granola Bars,
2736,Oats - Rolled 200 g + Oats - Steel Cut 200 g,5004,Cereals & Breakfast,By Nature,198,198,Imported Oats & Porridge,
2737,Fibre Rich Muesli For Breakfast 400g + Sugar Free Breakfast Cereals Oatmeal 500g,5004,Cereals & Breakfast,True Elements,567,645,Muesli & Rice Cakes,
2738,Toasted Millet Muesli - Cranberry & Almond,5004,Cereals & Breakfast,Monsoon Harvest,230,230,Muesli & Rice Cakes,
2739,Oat Clusters & Ragi Flakes With Strawberry,5004,Cereals & Breakfast,Monsoon Harvest,260,260,Gourmet Flakes,4.5
2740,Choco Chip Oat Clusters & Ragi Flakes With Banana,5004,Cereals & Breakfast,Monsoon Harvest,260,260,Gourmet Flakes,3.8
2741,White oats,5004,Cereals & Breakfast,Quaker,395,395,Imported Oats & Porridge,
2742,Original,5004,Cereals & Breakfast,Weetabix,212,249,Muesli & Rice Cakes,
2743,Oat Clusters & Multigrain Flakes With Mango,5004,Cereals & Breakfast,Monsoon Harvest,260,260,Gourmet Flakes,4.7
2744,Original - Chips Ahoy Cereal,5004,Cereals & Breakfast,Post,925,925,Gourmet Flakes,
2745,Cinnamon Oat Clusters & Multigrain Flakes With Apple,5004,Cereals & Breakfast,Monsoon Harvest,260,260,Gourmet Flakes,4.8
2746,100% Whole Grain Oats,5004,Cereals & Breakfast,Disano,89,99,Imported Oats & Porridge,
2747,Toasted Millet Muesli - Roasted Cacao Bean & Raisin,5004,Cereals & Breakfast,Monsoon Harvest,230,230,Muesli & Rice Cakes,
2748,Rolled Oats - Premium Gluten-Free,5004,Cereals & Breakfast,NUTRIWISH,450,450,Imported Oats & Porridge,
2749,Gluten Free Corn Flakes,5004,Cereals & Breakfast,Schar,325,325,Gourmet Flakes,4.9
2750,Gluten Free Rolled Jumbo Oats,5004,Cereals & Breakfast,Monsoon Harvest,210,210,Imported Oats & Porridge,
2751,Crunchy Millet Granola Bars - Cranberry Orange,5004,Cereals & Breakfast,Monsoon Harvest,40,40,Cereal & Granola Bars,4.5
2752,Rolled Oats,5004,Cereals & Breakfast,NUTRIWISH,125,125,Imported Oats & Porridge,
2753,Oats Flour,5004,Cereals & Breakfast,Nutty Yogi,170,170,Imported Oats & Porridge,
2754,Crunchy Granola Bars - Cranberry & Orange,5004,Cereals & Breakfast,Monsoon Harvest,240,240,Cereal & Granola Bars,4
2755,Great Grains Cereal - Banana Nut Crunch,5004,Cereals & Breakfast,Post,899,899,Gourmet Flakes,
2756,Crunchy Millet Granola Bars - Espresso With Dark Chocolate,5004,Cereals & Breakfast,Monsoon Harvest,40,40,Cereal & Granola Bars,4.8
2757,Instant Oats - Gluten Free,5004,Cereals & Breakfast,Graminway,120,120,Imported Oats & Porridge,
2758,Seeds & Nuts Muesli,5004,Cereals & Breakfast,Nourish Organics,400,400,Muesli & Rice Cakes,
2759,"Cereal - Granola, Crunchy Tropical Sunshine, Breakfast Cereal With Oats, Nuts, Seeds & Dry Fruits",5004,Cereals & Breakfast,Cocosutra,300,300,Cereal & Granola Bars,3.7
2760,Post Fruity Pebbles,5004,Cereals & Breakfast,Post,899,899,Gourmet Flakes,
2761,Honey Brunches Of Oats Cereal - Honey Roasted,5004,Cereals & Breakfast,Post,899,899,Gourmet Flakes,
2762,Millet Based Nutrition Bar - Classic,5004,Cereals & Breakfast,Ah!rogya Bar,20,20,Cereal & Granola Bars,4
2763,Nuts & Seeds Bar - Cranberry & Almond,5004,Cereals & Breakfast,Monsoon Harvest,450,450,Cereal & Granola Bars,
2764,Millet Based Nutrition Bar - Khus & Fig,5004,Cereals & Breakfast,Ah!rogya Bar,25,25,Cereal & Granola Bars,3.3
2765,Millet Based Nutrition Bar - Flax & Dates,5004,Cereals & Breakfast,Ah!rogya Bar,25,25,Cereal & Granola Bars,4
2766,Great Grains Cereal - Cranberry Almond Crunch,5004,Cereals & Breakfast,Post,899,899,Gourmet Flakes,
2767,"Quinoa - Flakes, Gluten-Free",5004,Cereals & Breakfast,NUTRIWISH,320,320,Gourmet Flakes,4.7
2768,Gluten Free Instant Quick Cooking Oats,5004,Cereals & Breakfast,Monsoon Harvest,200,200,Imported Oats & Porridge,
2769,Granola - Dark Chocolate & Walnut Granola,5004,Cereals & Breakfast,Nutty Yogi,229,229,Cereal & Granola Bars,3.5
2770,Super Oats - Dal Khichdi,5004,Cereals & Breakfast,Yoga bar,199,199,Imported Oats & Porridge,
2771,Ultimate Seeds & Berries Muesli,5004,Cereals & Breakfast,Nutty Yogi,249,249,Gourmet Flakes,3.8
2772,Oats Flour,5004,Cereals & Breakfast,Oateo,99,99,Imported Oats & Porridge,
2773,Muesli - Gluten Free,5004,Cereals & Breakfast,Bobs Red Mill,790,790,Muesli & Rice Cakes,
2774,Protein Bars - Choco Variety,5004,Cereals & Breakfast,The Whole Truth,510,600,Cereal & Granola Bars,
2775,"Cereal - Granola, Chia Soya Chocolate Chunk, Breakfast Cereal With Oats, Nuts, Seeds, Dry Fruits",5004,Cereals & Breakfast,Cocosutra,300,300,Cereal & Granola Bars,4.6
