OrderID,CustomerID,PaymentID,OrderDate,ShipperID,ShipDate,DeliveryDate,Total_order_amount
7656795,57359,3,09-04-2021,4,13-04-2021,19-04-2021,2746
7656796,57148,3,09-04-2021,1,16-04-2021,26-04-2021,22083
7656797,57305,4,09-04-2021,4,19-04-2021,02-05-2021,10465
7656798,57408,4,09-04-2021,2,15-04-2021,19-04-2021,46408
7656799,57191,4,09-04-2021,7,16-04-2021,25-04-2021,41649
7656800,57292,3,09-04-2021,1,14-04-2021,24-04-2021,27358
7656801,57306,3,09-04-2021,4,10-04-2021,28-04-2021,780
7656802,57297,5,09-04-2021,2,10-04-2021,17-04-2021,8515
7656803,57339,4,09-04-2021,8,12-04-2021,01-05-2021,100679
7656804,57236,4,09-04-2021,6,13-04-2021,16-04-2021,11103
7656805,57125,4,10-04-2021,6,12-04-2021,22-04-2021,4522
7656806,57291,4,10-04-2021,3,17-04-2021,25-04-2021,11623
7656807,57362,5,10-04-2021,1,16-04-2021,25-04-2021,32665
7656808,57425,4,10-04-2021,7,18-04-2021,06-05-2021,27293
7656809,57396,4,10-04-2021,7,19-04-2021,02-05-2021,1425
7656810,57202,5,10-04-2021,4,11-04-2021,18-04-2021,17213
7656811,57128,6,10-04-2021,5,18-04-2021,20-04-2021,88539
7656812,57146,4,11-04-2021,6,21-04-2021,27-04-2021,19867
7656813,57167,3,11-04-2021,4,14-04-2021,27-04-2021,2472
7656814,57404,4,11-04-2021,6,12-04-2021,01-05-2021,6096
7656815,57183,5,11-04-2021,8,21-04-2021,01-05-2021,25571
7656816,57335,3,11-04-2021,2,12-04-2021,17-04-2021,23270
7656817,57312,4,11-04-2021,7,14-04-2021,02-05-2021,9190
7656818,57344,4,11-04-2021,6,19-04-2021,06-05-2021,424
7656819,57082,2,11-04-2021,5,15-04-2021,26-04-2021,25356
7656820,57417,4,11-04-2021,3,21-04-2021,06-05-2021,15656
7656821,57383,4,12-04-2021,7,18-04-2021,06-05-2021,15738
7656822,57362,6,12-04-2021,6,17-04-2021,25-04-2021,180
7656823,57300,3,12-04-2021,5,15-04-2021,05-05-2021,12114
7656824,57426,4,12-04-2021,8,17-04-2021,23-04-2021,34837
7656825,57334,3,12-04-2021,7,16-04-2021,20-04-2021,33865
7656826,57194,4,12-04-2021,1,16-04-2021,24-04-2021,1233
7656827,57275,3,12-04-2021,4,20-04-2021,23-04-2021,23987
7656828,57219,6,12-04-2021,5,18-04-2021,20-04-2021,16106
7656829,57361,4,12-04-2021,6,22-04-2021,27-04-2021,1520
7656830,57235,4,13-04-2021,6,20-04-2021,27-04-2021,6782
7656831,57271,6,13-04-2021,3,16-04-2021,23-04-2021,3402
7656832,57241,5,13-04-2021,5,18-04-2021,20-04-2021,31304
7656833,57400,5,13-04-2021,5,16-04-2021,17-04-2021,2235
7656834,57370,4,13-04-2021,1,17-04-2021,18-04-2021,3743
7656835,57176,5,13-04-2021,1,18-04-2021,01-05-2021,2808
7656836,57104,4,14-04-2021,8,17-04-2021,05-05-2021,7973
7656837,57379,4,14-04-2021,3,23-04-2021,03-05-2021,8644
7656838,57322,3,14-04-2021,5,24-04-2021,07-05-2021,2964
7656839,57330,4,14-04-2021,7,22-04-2021,04-05-2021,8095
7656840,57110,6,14-04-2021,6,16-04-2021,24-04-2021,16531
7656841,57357,3,14-04-2021,3,22-04-2021,04-05-2021,29124
7656842,57411,4,15-04-2021,6,22-04-2021,27-04-2021,5909
7656843,57239,4,15-04-2021,1,24-04-2021,27-04-2021,31782
7656844,57244,4,15-04-2021,1,19-04-2021,06-05-2021,7979
7656845,57273,4,15-04-2021,4,18-04-2021,23-04-2021,9592
7656846,57238,4,15-04-2021,3,25-04-2021,11-05-2021,13446
7656847,57297,6,15-04-2021,6,16-04-2021,01-05-2021,22666
7656848,57093,3,15-04-2021,7,19-04-2021,22-04-2021,2838
7656849,57168,4,15-04-2021,6,17-04-2021,06-05-2021,17571
7656850,57328,5,15-04-2021,4,16-04-2021,29-04-2021,12277
7656851,57309,4,15-04-2021,1,20-04-2021,21-04-2021,28463
7656852,57243,4,16-04-2021,1,21-04-2021,24-04-2021,870
7656853,57430,6,16-04-2021,2,22-04-2021,30-04-2021,8990
7656854,57208,4,16-04-2021,4,21-04-2021,27-04-2021,1168
7656855,57355,5,16-04-2021,5,19-04-2021,04-05-2021,22977
7656856,57218,3,16-04-2021,1,20-04-2021,03-05-2021,69918
7656857,57403,4,16-04-2021,6,26-04-2021,13-05-2021,10385
7656858,57096,4,17-04-2021,2,18-04-2021,19-04-2021,25845
7656859,57343,6,17-04-2021,6,19-04-2021,29-04-2021,5877
7656860,57179,4,17-04-2021,6,24-04-2021,09-05-2021,8412
7656861,57259,3,17-04-2021,7,22-04-2021,05-05-2021,26850
7656862,57251,3,17-04-2021,8,25-04-2021,29-04-2021,34121
7656863,57103,5,18-04-2021,3,19-04-2021,26-04-2021,6010
7656864,57153,6,18-04-2021,7,20-04-2021,23-04-2021,34700
7656865,57389,4,18-04-2021,8,22-04-2021,03-05-2021,10135
7656866,57396,5,18-04-2021,2,21-04-2021,02-05-2021,14872
7656867,57403,4,18-04-2021,8,21-04-2021,25-04-2021,2388
7656868,57193,4,18-04-2021,8,28-04-2021,08-05-2021,89386
7656869,57229,4,18-04-2021,5,25-04-2021,06-05-2021,10187
7656870,57358,5,18-04-2021,7,21-04-2021,04-05-2021,94296
7656871,57345,4,18-04-2021,2,26-04-2021,02-05-2021,2562
7656872,57403,6,18-04-2021,3,27-04-2021,03-05-2021,3486
7656873,57298,4,18-04-2021,1,21-04-2021,23-04-2021,7053
7656874,57430,3,19-04-2021,6,20-04-2021,04-05-2021,21703
7656875,57280,3,19-04-2021,5,24-04-2021,29-04-2021,703
7656876,57359,4,19-04-2021,7,29-04-2021,03-05-2021,9084
7656877,57209,4,19-04-2021,1,20-04-2021,09-05-2021,991
7656878,57392,6,19-04-2021,1,21-04-2021,05-05-2021,6291
7656879,57324,3,19-04-2021,4,29-04-2021,03-05-2021,1458
7656880,57265,5,19-04-2021,1,23-04-2021,24-04-2021,25901
7656881,57231,4,19-04-2021,7,21-04-2021,01-05-2021,11535
7656882,57386,2,20-04-2021,1,28-04-2021,04-05-2021,22433
7656883,57158,4,20-04-2021,4,29-04-2021,19-05-2021,1991
7656884,57334,5,20-04-2021,6,24-04-2021,26-04-2021,12664
7656885,57413,4,20-04-2021,4,27-04-2021,14-05-2021,26487
7656886,57099,4,20-04-2021,2,23-04-2021,05-05-2021,4577
7656887,57362,4,20-04-2021,4,28-04-2021,06-05-2021,10120
7656888,57194,4,21-04-2021,3,22-04-2021,09-05-2021,8463
7656889,57354,4,21-04-2021,7,27-04-2021,04-05-2021,15079
7656890,57358,5,22-04-2021,8,28-04-2021,30-04-2021,6236
7656891,57263,4,22-04-2021,3,01-05-2021,02-05-2021,7047
7656892,57135,3,22-04-2021,3,30-04-2021,05-05-2021,7541
7656893,57251,4,22-04-2021,4,26-04-2021,27-04-2021,12281
7656894,57332,4,22-04-2021,7,28-04-2021,11-05-2021,58147
7656895,57312,4,22-04-2021,1,28-04-2021,05-05-2021,2682
7656896,57245,5,22-04-2021,2,30-04-2021,02-05-2021,22668
7656897,57401,3,22-04-2021,5,26-04-2021,30-04-2021,2675
7656898,57328,4,22-04-2021,2,30-04-2021,11-05-2021,9041
7656899,57263,5,22-04-2021,8,30-04-2021,20-05-2021,19106
7656900,57346,5,22-04-2021,2,23-04-2021,25-04-2021,4122
7656901,57249,4,22-04-2021,4,02-05-2021,07-05-2021,4528
7656902,57185,5,23-04-2021,3,02-05-2021,06-05-2021,3543
7656903,57438,6,23-04-2021,8,25-04-2021,11-05-2021,6330
7656904,57341,4,23-04-2021,4,29-04-2021,14-05-2021,28940
7656905,57366,6,23-04-2021,3,01-05-2021,19-05-2021,19009
7656906,57348,4,23-04-2021,8,26-04-2021,28-04-2021,7697
7656907,57157,3,23-04-2021,1,01-05-2021,02-05-2021,8771
7656908,57090,3,23-04-2021,1,24-04-2021,03-05-2021,9249
7656909,57398,4,23-04-2021,1,24-04-2021,04-05-2021,3753
7656910,57309,4,23-04-2021,4,26-04-2021,16-05-2021,15996
7656911,57433,4,24-04-2021,6,26-04-2021,11-05-2021,68690
7656912,57353,4,24-04-2021,8,04-05-2021,23-05-2021,32125
7656913,57277,4,24-04-2021,5,01-05-2021,19-05-2021,19100
7656914,57241,4,24-04-2021,2,03-05-2021,13-05-2021,1724
7656915,57427,3,24-04-2021,5,29-04-2021,09-05-2021,20514
7656916,57331,4,24-04-2021,4,25-04-2021,14-05-2021,50787
7656917,57242,4,24-04-2021,5,04-05-2021,07-05-2021,4374
7656918,57302,5,25-04-2021,7,02-05-2021,13-05-2021,5763
7656919,57283,3,25-04-2021,6,28-04-2021,30-04-2021,1421
7656920,57337,6,25-04-2021,4,29-04-2021,19-05-2021,3192
7656921,57398,4,25-04-2021,6,28-04-2021,11-05-2021,40820
7656922,57291,4,25-04-2021,2,05-05-2021,08-05-2021,5064
7656923,57137,4,25-04-2021,6,26-04-2021,04-05-2021,28678
7656924,57436,3,25-04-2021,5,05-05-2021,22-05-2021,3720
7656925,57406,2,25-04-2021,2,26-04-2021,14-05-2021,13323
7656926,57339,3,25-04-2021,7,01-05-2021,09-05-2021,12559
7656927,57230,4,25-04-2021,3,05-05-2021,08-05-2021,32887
7656928,57236,4,25-04-2021,8,05-05-2021,08-05-2021,2418
7656929,57310,3,26-04-2021,6,05-05-2021,14-05-2021,27812
7656930,57404,4,26-04-2021,8,28-04-2021,06-05-2021,11111
7656931,57138,3,26-04-2021,1,03-05-2021,19-05-2021,49567
7656932,57207,4,26-04-2021,5,01-05-2021,10-05-2021,20901
7656933,57190,4,26-04-2021,1,06-05-2021,09-05-2021,2370
7656934,57208,3,26-04-2021,5,04-05-2021,13-05-2021,18437
7656935,57087,3,26-04-2021,8,06-05-2021,26-05-2021,16702
7656936,57209,3,26-04-2021,3,30-04-2021,13-05-2021,41604
7656937,57290,4,26-04-2021,5,04-05-2021,24-05-2021,6348
7656938,57388,4,27-04-2021,7,02-05-2021,15-05-2021,29719
7656939,57083,4,27-04-2021,3,30-04-2021,17-05-2021,9241
7656940,57107,3,27-04-2021,3,28-04-2021,05-05-2021,22646
7656941,57337,6,27-04-2021,2,02-05-2021,12-05-2021,37994
7656942,57387,6,27-04-2021,5,04-05-2021,22-05-2021,4260
7656943,57314,4,27-04-2021,3,05-05-2021,12-05-2021,17958
7656944,57269,3,27-04-2021,3,02-05-2021,14-05-2021,46972
7656945,57433,6,28-04-2021,7,30-04-2021,16-05-2021,6066
7656946,57396,5,28-04-2021,6,07-05-2021,09-05-2021,27379
7656947,57194,4,28-04-2021,5,01-05-2021,11-05-2021,9754
7656948,57194,5,28-04-2021,4,07-05-2021,19-05-2021,33304
7656949,57276,4,28-04-2021,8,29-04-2021,18-05-2021,20512
7656950,57180,4,28-04-2021,3,01-05-2021,02-05-2021,7291
7656951,57381,3,28-04-2021,7,03-05-2021,16-05-2021,13386
7656952,57199,4,28-04-2021,7,01-05-2021,08-05-2021,2430
7656953,57345,4,28-04-2021,8,07-05-2021,17-05-2021,28183
7656954,57137,4,29-04-2021,1,01-05-2021,07-05-2021,12427
7656955,57216,4,29-04-2021,7,01-05-2021,11-05-2021,6499
7656956,57254,5,29-04-2021,4,07-05-2021,16-05-2021,18479
7656957,57365,4,29-04-2021,2,04-05-2021,17-05-2021,10340
7656958,57419,5,29-04-2021,8,09-05-2021,19-05-2021,1400
7656959,57409,3,29-04-2021,1,03-05-2021,22-05-2021,32557
7656960,57105,4,29-04-2021,2,01-05-2021,02-05-2021,27168
7656961,57211,5,29-04-2021,2,05-05-2021,13-05-2021,12922
7656962,57364,4,30-04-2021,6,03-05-2021,13-05-2021,24179
7656963,57156,6,30-04-2021,4,05-05-2021,06-05-2021,33940
7656964,57325,4,30-04-2021,3,09-05-2021,18-05-2021,11567
7656965,57333,3,01-05-2021,7,03-05-2021,20-05-2021,89448
7656966,57363,6,01-05-2021,1,11-05-2021,14-05-2021,101464
7656967,57372,4,01-05-2021,1,06-05-2021,20-05-2021,18861
7656968,57378,4,01-05-2021,6,02-05-2021,13-05-2021,22660
7656969,57152,3,01-05-2021,7,02-05-2021,03-05-2021,1605
7656970,57372,4,01-05-2021,3,02-05-2021,20-05-2021,16366
7656971,57354,3,01-05-2021,6,11-05-2021,29-05-2021,30624
7656972,57250,3,01-05-2021,6,11-05-2021,21-05-2021,4712
7656973,57349,5,02-05-2021,2,10-05-2021,14-05-2021,29022
7656974,57133,3,02-05-2021,7,10-05-2021,13-05-2021,6946
7656975,57442,3,02-05-2021,4,06-05-2021,18-05-2021,12087
7656976,57133,3,02-05-2021,4,08-05-2021,28-05-2021,31040
7656977,57130,4,03-05-2021,6,04-05-2021,16-05-2021,12967
7656978,57325,4,03-05-2021,4,05-05-2021,11-05-2021,8999
7656979,57448,3,03-05-2021,3,13-05-2021,25-05-2021,7157
7656980,57392,4,04-05-2021,1,10-05-2021,25-05-2021,2347
7656981,57422,5,04-05-2021,8,09-05-2021,22-05-2021,40204
7656982,57399,4,04-05-2021,5,12-05-2021,01-06-2021,115308
7656983,57163,2,04-05-2021,2,13-05-2021,30-05-2021,17374
7656984,57445,3,04-05-2021,7,08-05-2021,23-05-2021,171
7656985,57365,4,04-05-2021,6,10-05-2021,13-05-2021,22435
7656986,57134,3,04-05-2021,6,05-05-2021,19-05-2021,25693
7656987,57137,3,04-05-2021,2,07-05-2021,19-05-2021,990
7656988,57446,4,04-05-2021,6,12-05-2021,18-05-2021,47476
7656989,57443,6,05-05-2021,2,13-05-2021,25-05-2021,1992
7656990,57317,4,05-05-2021,6,11-05-2021,14-05-2021,14146
7656991,57216,3,05-05-2021,4,13-05-2021,23-05-2021,10262
7656992,57391,6,05-05-2021,1,14-05-2021,28-05-2021,34824
7656993,57262,4,06-05-2021,1,09-05-2021,18-05-2021,18106
7656994,57196,4,06-05-2021,3,09-05-2021,26-05-2021,14460
7656995,57240,4,06-05-2021,7,13-05-2021,17-05-2021,10340
7656996,57110,4,06-05-2021,3,07-05-2021,25-05-2021,23287
7656997,57294,5,06-05-2021,1,09-05-2021,28-05-2021,2164
7656998,57342,4,06-05-2021,3,13-05-2021,01-06-2021,1800
7656999,57363,5,06-05-2021,6,15-05-2021,17-05-2021,2352
7657000,57398,4,06-05-2021,3,07-05-2021,12-05-2021,26233
7657001,57334,4,06-05-2021,3,08-05-2021,23-05-2021,5650
7657002,57207,6,06-05-2021,2,15-05-2021,19-05-2021,53816
7657003,57263,3,06-05-2021,3,12-05-2021,22-05-2021,16580
7657004,57450,6,07-05-2021,7,15-05-2021,02-06-2021,34744
7657005,57270,4,07-05-2021,6,09-05-2021,13-05-2021,46961
7657006,57287,6,07-05-2021,8,14-05-2021,02-06-2021,16843
7657007,57084,4,07-05-2021,6,09-05-2021,29-05-2021,4995
7657008,57389,3,07-05-2021,4,13-05-2021,26-05-2021,29382
7657009,57353,3,07-05-2021,3,16-05-2021,27-05-2021,7221
7657010,57229,5,08-05-2021,6,16-05-2021,31-05-2021,4842
7657011,57222,4,08-05-2021,5,11-05-2021,16-05-2021,14481
7657012,57245,3,08-05-2021,2,13-05-2021,31-05-2021,1034
7657013,57225,4,08-05-2021,2,11-05-2021,29-05-2021,11347
7657014,57223,6,08-05-2021,5,15-05-2021,01-06-2021,5005
7657015,57097,4,08-05-2021,8,14-05-2021,02-06-2021,41878
7657016,57248,3,08-05-2021,1,11-05-2021,17-05-2021,3150
7657017,57256,3,09-05-2021,2,12-05-2021,27-05-2021,364
7657018,57284,4,09-05-2021,3,16-05-2021,25-05-2021,17525
7657019,57121,3,09-05-2021,4,17-05-2021,29-05-2021,6546
7657020,57251,5,09-05-2021,2,16-05-2021,28-05-2021,15103
7657021,57313,5,09-05-2021,3,17-05-2021,05-06-2021,16935
7657022,57429,4,09-05-2021,1,19-05-2021,08-06-2021,2100
7657023,57397,4,09-05-2021,2,13-05-2021,17-05-2021,17577
7657024,57285,4,09-05-2021,7,15-05-2021,19-05-2021,5891
7657025,57208,5,09-05-2021,1,14-05-2021,03-06-2021,24147
7657026,57232,3,09-05-2021,3,10-05-2021,27-05-2021,39125
7657027,57369,3,09-05-2021,1,19-05-2021,01-06-2021,31475
7657028,57412,4,09-05-2021,4,11-05-2021,31-05-2021,16843
7657029,57202,4,10-05-2021,6,19-05-2021,05-06-2021,65688
7657030,57325,6,10-05-2021,5,12-05-2021,18-05-2021,4636
7657031,57406,4,10-05-2021,1,13-05-2021,22-05-2021,8056
7657032,57293,4,10-05-2021,5,15-05-2021,30-05-2021,21542
7657033,57253,3,10-05-2021,6,16-05-2021,30-05-2021,18378
7657034,57277,4,10-05-2021,6,16-05-2021,25-05-2021,4691
7657035,57279,4,10-05-2021,1,15-05-2021,18-05-2021,7120
7657036,57317,4,11-05-2021,2,21-05-2021,10-06-2021,12269
7657037,57374,4,11-05-2021,6,15-05-2021,26-05-2021,5273
7657038,57237,4,11-05-2021,1,19-05-2021,02-06-2021,760
7657039,57271,4,11-05-2021,8,17-05-2021,25-05-2021,7289
7657040,57292,3,11-05-2021,1,12-05-2021,20-05-2021,16092
7657041,57427,4,11-05-2021,8,19-05-2021,02-06-2021,44681
7657042,57416,3,11-05-2021,6,15-05-2021,22-05-2021,11426
7657043,57455,4,11-05-2021,6,20-05-2021,04-06-2021,52526
7657044,57236,5,11-05-2021,4,20-05-2021,09-06-2021,17063
7657045,57348,3,11-05-2021,4,19-05-2021,29-05-2021,20100
7657046,57405,6,11-05-2021,3,12-05-2021,21-05-2021,20995
7657047,57435,6,11-05-2021,3,19-05-2021,31-05-2021,11856
7657048,57426,4,12-05-2021,5,20-05-2021,22-05-2021,13490
7657049,57210,6,12-05-2021,3,22-05-2021,30-05-2021,25616
7657050,57388,4,12-05-2021,7,18-05-2021,19-05-2021,23524
7657051,57418,4,12-05-2021,5,13-05-2021,30-05-2021,7102
7657052,57393,4,12-05-2021,2,16-05-2021,24-05-2021,15764
7657053,57345,4,12-05-2021,5,15-05-2021,23-05-2021,8696
7657054,57159,3,12-05-2021,8,20-05-2021,31-05-2021,12964
7657055,57148,6,12-05-2021,4,15-05-2021,02-06-2021,1080
7657056,57089,4,13-05-2021,5,21-05-2021,24-05-2021,87526
7657057,57400,4,13-05-2021,3,21-05-2021,26-05-2021,23361
7657058,57338,4,13-05-2021,1,14-05-2021,23-05-2021,27342
7657059,57335,3,13-05-2021,3,16-05-2021,05-06-2021,27707
7657060,57403,6,13-05-2021,5,17-05-2021,04-06-2021,67979
7657061,57250,4,13-05-2021,6,17-05-2021,27-05-2021,2925
7657062,57258,5,13-05-2021,4,15-05-2021,25-05-2021,24742
7657063,57436,3,13-05-2021,5,19-05-2021,28-05-2021,20560
7657064,57380,6,14-05-2021,6,23-05-2021,27-05-2021,3184
7657065,57225,4,14-05-2021,6,15-05-2021,27-05-2021,2685
7657066,57252,4,14-05-2021,1,22-05-2021,06-06-2021,5331
7657067,57287,4,14-05-2021,5,19-05-2021,03-06-2021,20853
7657068,57408,6,14-05-2021,2,20-05-2021,22-05-2021,18794
7657069,57427,5,14-05-2021,3,17-05-2021,29-05-2021,11673
7657070,57130,5,14-05-2021,4,24-05-2021,11-06-2021,16558
7657071,57422,5,14-05-2021,2,21-05-2021,29-05-2021,22200
7657072,57100,4,14-05-2021,6,24-05-2021,30-05-2021,44579
7657073,57383,4,15-05-2021,4,23-05-2021,09-06-2021,17657
7657074,57392,4,15-05-2021,4,19-05-2021,31-05-2021,29354
7657075,57314,4,15-05-2021,6,20-05-2021,30-05-2021,20584
7657076,57294,3,15-05-2021,7,17-05-2021,01-06-2021,8710
7657077,57183,6,15-05-2021,8,23-05-2021,03-06-2021,56834
7657078,57363,6,15-05-2021,2,18-05-2021,02-06-2021,7030
7657079,57388,5,15-05-2021,2,22-05-2021,25-05-2021,5565
7657080,57393,4,15-05-2021,4,18-05-2021,25-05-2021,24968
7657081,57271,5,15-05-2021,5,18-05-2021,06-06-2021,3308
7657082,57233,5,16-05-2021,3,23-05-2021,06-06-2021,212
7657083,57235,4,16-05-2021,5,21-05-2021,29-05-2021,39966
7657084,57396,4,16-05-2021,8,25-05-2021,27-05-2021,22983
7657085,57428,3,16-05-2021,3,23-05-2021,10-06-2021,104266
7657086,57322,5,16-05-2021,5,18-05-2021,03-06-2021,5019
7657087,57120,4,16-05-2021,8,23-05-2021,01-06-2021,21388
7657088,57317,3,16-05-2021,4,22-05-2021,24-05-2021,19468
7657089,57455,4,16-05-2021,8,25-05-2021,01-06-2021,13659
7657090,57340,5,16-05-2021,5,24-05-2021,27-05-2021,55992
7657091,57373,4,16-05-2021,1,25-05-2021,13-06-2021,16552
7657092,57129,4,16-05-2021,4,21-05-2021,31-05-2021,16113
7657093,57150,4,16-05-2021,4,26-05-2021,12-06-2021,27775
7657094,57417,3,16-05-2021,4,26-05-2021,02-06-2021,33009
7657095,57296,4,16-05-2021,4,24-05-2021,04-06-2021,7142
7657096,57346,4,17-05-2021,2,25-05-2021,31-05-2021,5506
7657097,57413,4,17-05-2021,4,18-05-2021,25-05-2021,20281
7657098,57104,3,17-05-2021,1,25-05-2021,08-06-2021,13753
7657099,57091,3,17-05-2021,8,27-05-2021,05-06-2021,10105
7657100,57387,4,17-05-2021,1,19-05-2021,27-05-2021,11980
7657101,57431,5,17-05-2021,1,24-05-2021,12-06-2021,834
7657102,57327,4,18-05-2021,1,27-05-2021,08-06-2021,8679
7657103,57455,5,18-05-2021,6,28-05-2021,16-06-2021,42325
7657104,57418,5,18-05-2021,6,21-05-2021,23-05-2021,6906
7657105,57301,4,18-05-2021,6,26-05-2021,07-06-2021,97165
7657106,57338,6,18-05-2021,7,26-05-2021,09-06-2021,51249
7657107,57247,6,18-05-2021,3,19-05-2021,26-05-2021,6850
7657108,57163,4,18-05-2021,8,23-05-2021,06-06-2021,28395
7657109,57330,5,19-05-2021,4,20-05-2021,06-06-2021,11941
7657110,57366,5,19-05-2021,4,24-05-2021,12-06-2021,1287
7657111,57115,4,19-05-2021,7,22-05-2021,26-05-2021,11086
7657112,57197,3,19-05-2021,3,28-05-2021,13-06-2021,23836
7657113,57263,3,20-05-2021,8,23-05-2021,01-06-2021,26304
7657114,57306,3,20-05-2021,5,25-05-2021,28-05-2021,28298
7657115,57428,6,20-05-2021,7,24-05-2021,25-05-2021,7817
7657116,57142,4,20-05-2021,5,29-05-2021,04-06-2021,7078
7657117,57121,5,20-05-2021,4,25-05-2021,07-06-2021,11093
7657118,57365,3,20-05-2021,6,26-05-2021,11-06-2021,14365
7657119,57451,4,20-05-2021,7,24-05-2021,31-05-2021,12188
7657120,57159,3,20-05-2021,5,27-05-2021,03-06-2021,7092
7657121,57236,4,21-05-2021,8,23-05-2021,29-05-2021,3162
7657122,57423,4,21-05-2021,5,22-05-2021,04-06-2021,25637
7657123,57327,4,21-05-2021,7,29-05-2021,15-06-2021,16555
7657124,57136,4,21-05-2021,5,31-05-2021,14-06-2021,18843
7657125,57282,4,21-05-2021,2,26-05-2021,31-05-2021,13478
7657126,57334,6,21-05-2021,7,29-05-2021,13-06-2021,14435
7657127,57362,4,21-05-2021,6,31-05-2021,10-06-2021,2758
7657128,57142,4,21-05-2021,1,27-05-2021,11-06-2021,3609
7657129,57352,4,21-05-2021,1,28-05-2021,30-05-2021,4267
7657130,57302,6,21-05-2021,6,24-05-2021,08-06-2021,8921
7657131,57344,6,22-05-2021,7,29-05-2021,15-06-2021,3325
7657132,57358,4,22-05-2021,5,25-05-2021,07-06-2021,28611
7657133,57166,4,22-05-2021,2,24-05-2021,27-05-2021,5634
7657134,57421,4,22-05-2021,8,24-05-2021,06-06-2021,4323
7657135,57176,3,22-05-2021,1,31-05-2021,17-06-2021,9503
7657136,57320,4,22-05-2021,1,27-05-2021,16-06-2021,16499
7657137,57117,4,22-05-2021,3,23-05-2021,25-05-2021,11141
7657138,57459,6,22-05-2021,7,01-06-2021,14-06-2021,19880
7657139,57146,4,22-05-2021,4,30-05-2021,10-06-2021,21408
7657140,57356,4,22-05-2021,2,29-05-2021,02-06-2021,3464
7657141,57390,6,22-05-2021,7,31-05-2021,10-06-2021,19470
7657142,57256,5,22-05-2021,1,30-05-2021,11-06-2021,800
7657143,57235,6,23-05-2021,6,28-05-2021,30-05-2021,32662
7657144,57283,3,23-05-2021,7,30-05-2021,09-06-2021,55730
7657145,57364,1,23-05-2021,4,31-05-2021,11-06-2021,30858.85
7657146,57225,4,23-05-2021,2,28-05-2021,08-06-2021,6482
7657147,57175,3,23-05-2021,1,29-05-2021,13-06-2021,3261
7657148,57446,5,23-05-2021,8,29-05-2021,05-06-2021,27090
7657149,57137,6,23-05-2021,5,26-05-2021,01-06-2021,700
7657150,57295,4,23-05-2021,4,30-05-2021,14-06-2021,6357
7657151,57305,4,23-05-2021,3,24-05-2021,05-06-2021,28156
7657152,57281,4,23-05-2021,8,02-06-2021,08-06-2021,11812
7657153,57293,4,23-05-2021,1,01-06-2021,13-06-2021,18386
7657154,57394,4,23-05-2021,5,26-05-2021,01-06-2021,2000
7657155,57249,4,23-05-2021,5,25-05-2021,27-05-2021,16565
7657156,57188,4,24-05-2021,3,28-05-2021,03-06-2021,1901
7657157,57325,5,24-05-2021,7,03-06-2021,14-06-2021,28804
7657158,57152,4,24-05-2021,4,25-05-2021,29-05-2021,7744
7657159,57260,4,24-05-2021,8,28-05-2021,05-06-2021,9150
7657160,57214,5,24-05-2021,5,31-05-2021,11-06-2021,5389
7657161,57092,4,24-05-2021,6,03-06-2021,21-06-2021,21066
7657162,57456,4,24-05-2021,7,28-05-2021,29-05-2021,1979
7657163,57200,6,24-05-2021,1,03-06-2021,22-06-2021,26593
7657164,57413,4,24-05-2021,3,27-05-2021,06-06-2021,22504
7657165,57448,4,24-05-2021,4,02-06-2021,21-06-2021,28215
7657166,57444,4,25-05-2021,5,02-06-2021,11-06-2021,3750
7657167,57222,4,25-05-2021,2,04-06-2021,15-06-2021,16511
7657168,57217,6,25-05-2021,7,01-06-2021,15-06-2021,2983
7657169,57439,3,25-05-2021,4,02-06-2021,13-06-2021,23663
7657170,57364,4,25-05-2021,3,31-05-2021,10-06-2021,16904
7657171,57342,4,25-05-2021,8,28-05-2021,04-06-2021,21207
7657172,57152,5,25-05-2021,5,29-05-2021,09-06-2021,29053
7657173,57458,4,25-05-2021,2,26-05-2021,06-06-2021,15985
7657174,57392,6,25-05-2021,6,01-06-2021,12-06-2021,13139
7657175,57189,6,26-05-2021,1,31-05-2021,09-06-2021,7503
7657176,57423,4,26-05-2021,3,05-06-2021,06-06-2021,45093
7657177,57316,6,26-05-2021,3,04-06-2021,10-06-2021,1250
7657178,57403,6,26-05-2021,7,31-05-2021,12-06-2021,16639
7657179,57410,4,26-05-2021,4,04-06-2021,21-06-2021,12813
7657180,57325,4,27-05-2021,7,02-06-2021,07-06-2021,16934
7657181,57457,3,27-05-2021,5,04-06-2021,15-06-2021,2160
7657182,57143,3,27-05-2021,8,04-06-2021,13-06-2021,3496
7657183,57429,4,27-05-2021,7,04-06-2021,13-06-2021,27720
7657184,57197,4,27-05-2021,6,06-06-2021,22-06-2021,19454
7657185,57302,4,27-05-2021,1,04-06-2021,15-06-2021,41556
7657186,57318,6,28-05-2021,6,05-06-2021,06-06-2021,29662
7657187,57449,5,28-05-2021,1,30-05-2021,13-06-2021,59052
7657188,57115,4,28-05-2021,2,29-05-2021,04-06-2021,19726
7657189,57390,3,28-05-2021,7,03-06-2021,22-06-2021,17676
7657190,57187,4,28-05-2021,8,04-06-2021,12-06-2021,1770
7657191,57138,4,28-05-2021,2,29-05-2021,18-06-2021,7247
7657192,57288,4,29-05-2021,1,04-06-2021,21-06-2021,4685
